text|label
“பணமதிப்பு நீக்கம், ஜிஎஸ்டியால் வளர்ச்சி பாதிப்பு”- ரகுராம் ராஜன்|இந்தியா
ரக்‌ஷா பந்தன் : பெண்களுக்கு இலவச பேருந்து பயணம்|இந்தியா
பேரியம் இல்லாமல் பட்டாசு எப்படி தயாரிக்க முடியும்? - ராஜேந்திர பாலாஜி கேள்வி|அரசியல்
பெட்ரோல் போட போறீங்களா..? வருகிறது பிரதமரின் அறிவிப்பு..!|இந்தியா
நடிகை ராக்கி சாவந்துக்கு மிரட்டல்!|சினிமா
தெலுங்கானாவில் மாறும் அரசியல் கூட்டணிகள் - சந்திரசேகர் ராவுக்கு பாஜக அழைப்பு|இந்தியா
மத்தியப் பிரதேச முதலமைச்சராக பதவியேற்றார் கமல்நாத்|இந்தியா
விமானத்தை தவறவிட்ட விரக்தியில் தரையில் கிடந்து புரண்ட பெண்|உலகம்
“கணினி தகவலை இடைமறிக்க யாருக்கும் உரிமை தரவில்லை” - அதிகாரி தரப்பு|இந்தியா
வசதியானவர்களை குறிவைக்கும் 'கூகுள் மேப்' கொள்ளையர்கள்.. அதிரடி காட்டிய போலீஸ்..!|தமிழ்நாடு
